comp_name,tittle_job,tittle_url
Dai-Ichi Life Vietnam,Business Development Regional Head,https://www.vietnamworks.com/business-development-regional-head-1-1636468-jv/?source=searchResults&searchType=2&placement=1644368&sortBy=date
Ayobody,Huấn Luyện Viên Dinh Dưỡng (Nutrition Coach),https://www.vietnamworks.com/huan-luyen-vien-dinh-duong-nutrition-coach-1-1-4-1-1-1641145-jv/?source=searchResults&searchType=2&placement=1649045&sortBy=date
Công Ty Cổ Phần Tập Đoàn Amdi,"Trưởng Phòng Tư Vấn Định Cư, Du Học - Tiếng Anh Thành Thạo (Lương Thỏa Thuận, Từ 20Tr+Lương KPI)",https://www.vietnamworks.com/truong-phong-tu-van-dinh-cu-du-hoc-tieng-anh-thanh-thao-luong-thoa-thuan-tu-20tr-luong-kpi-1-2-1641205-jv/?source=searchResults&searchType=2&placement=1649105&sortBy=date
Công Ty TNHH Công Nghiệp Sao Đỏ Việt Nam,Kỹ Thuật Viên Tổ In (Bao Bì Giấy),https://www.vietnamworks.com/ky-thuat-vien-to-in-bao-bi-giay-1641412-jv/?source=searchResults&searchType=2&placement=1649312&sortBy=date
Công Ty TNHH Buymed,Business Development Specialist,https://www.vietnamworks.com/business-development-specialist-36-1636082-jv/?source=searchResults&searchType=2&placement=1643982&sortBy=date
"Chie Se Co.,Ltd",IT Engineer Can Get Commission,https://www.vietnamworks.com/it-engineer-can-get-commission-1-1636193-jv/?source=searchResults&searchType=2&placement=1644093&sortBy=date
Công Ty TNHH Arion Electric Việt Nam,Trưởng Nhóm Kỹ Thuật Sản Xuất,https://www.vietnamworks.com/truong-nhom-ky-thuat-san-xuat-5-1641073-jv/?source=searchResults&searchType=2&placement=1648973&sortBy=date
Công Ty TNHH Xuất Nhập Khẩu Celtic Pacific Việt Nam,Nhân Viên Sale Xuất Nhập Khẩu Thu Nhập 8 - 15 Triệu Làm Việc Tại Hà Nội,https://www.vietnamworks.com/nhan-vien-sale-xuat-nhap-khau-thu-nhap-8-15-trieu-lam-viec-tai-ha-noi-1-1641325-jv/?source=searchResults&searchType=2&placement=1649225&sortBy=date
Công Ty TNHH Thủ Công Mỹ Nghệ Và Nội Thất Ngọc Sơn,Nhân Viên Kỹ Thuật Sản Xuất,https://www.vietnamworks.com/nhan-vien-ky-thuat-san-xuat-142-1625198-jv/?source=searchResults&searchType=2&placement=1633098&sortBy=date
Bankside Capital Vietnam,Quantitative Analyst / Developer,https://www.vietnamworks.com/quantitative-analyst-developer-1639557-jv/?source=searchResults&searchType=2&placement=1647457&sortBy=date
Bee Logistics Corporation,[Hải Phòng] Key Account Executive,https://www.vietnamworks.com/hai-phong-key-account-executive-1641312-jv/?source=searchResults&searchType=2&placement=1649262&sortBy=date
Công Ty TNHH Thủ Công Mỹ Nghệ Và Nội Thất Ngọc Sơn,Phó Phòng QC,https://www.vietnamworks.com/pho-phong-qc-6-1-1-1-1-1-1-1-1-1-2-1625229-jv/?source=searchResults&searchType=2&placement=1633179&sortBy=date
Trường Đào Tạo Thiết Kế Đồ Họa Ứng Dụng Dpicenter,Giảng Viên Dạy Thiết Kế Đồ Họa (Môn Blender hoặc Animate),https://www.vietnamworks.com/giang-vien-day-thiet-ke-do-hoa-mon-blender-hoac-animate-1641259-jv/?source=searchResults&searchType=2&placement=1649209&sortBy=date
Tập Đoàn BRG (BRG GROUP),Golf Operation Supervisor (Hà Nam),https://www.vietnamworks.com/golf-operation-supervisor-ha-nam-1-1641272-jv/?source=searchResults&searchType=2&placement=1649222&sortBy=date
Công Ty Honda Việt Nam,Nhân Viên Chứng Nhận Phòng Quản Lý Chất Lượng Nhà Máy Ô Tô (Code: Amp_Qc_35_0),https://www.vietnamworks.com/nhan-vien-chung-nhan-phong-quan-ly-chat-luong-nha-may-o-to-code-amp-qc-35-0-1641274-jv/?source=searchResults&searchType=2&placement=1649224&sortBy=date
Công Ty Cổ Phần Công Nghệ Viindoo,Media Executive,https://www.vietnamworks.com/media-executive-19-1-1-1641488-jv/?source=searchResults&searchType=2&placement=1649438&sortBy=date
Công Ty Cổ Phần Học Thuật IvyPrep,Chuyên Viên Xử Lý Hồ Sơ Du Học - Lương 8-12Tr + Thưởng,https://www.vietnamworks.com/chuyen-vien-xu-ly-ho-so-du-hoc-luong-8-12tr-thuong-1-1-1-1641426-jv/?source=searchResults&searchType=2&placement=1649376&sortBy=date
"DKSH Vietnam Co., Ltd.",Trình Dược Viên Kênh OTC - ETC Ở Hậu Giang,https://www.vietnamworks.com/trinh-duoc-vien-kenh-otc-etc-o-hau-giang-1641498-jv/?source=searchResults&searchType=2&placement=1649448&sortBy=date
Ngân Hàng TMCP Ngoại Thương Việt Nam - Vietcombank,Nhân Viên Ngân Quỹ (Không Yêu Cầu Kinh Nghiệm),https://www.vietnamworks.com/nhan-vien-ngan-quy-khong-yeu-cau-kinh-nghiem-1641481-jv/?source=searchResults&searchType=2&placement=1649431&sortBy=date
Công Ty Cổ Phần Canifa,Trưởng Phòng Đào Tạo,https://www.vietnamworks.com/truong-phong-dao-tao-145-1636666-jv/?source=searchResults&searchType=2&placement=1644616&sortBy=date
Oxley MK Vietnam,Chuyên Viên Pháp Lý/ Legal Specialist,https://www.vietnamworks.com/chuyen-vien-phap-ly-legal-specialist-1-1636667-jv/?source=searchResults&searchType=2&placement=1644617&sortBy=date
Columbia Sportswear Company,Sustainability & Climate Senior Specialist,https://www.vietnamworks.com/sustainability-climate-senior-specialist-1-1636952-jv/?source=searchResults&searchType=2&placement=1644902&sortBy=date
Oxley MK Vietnam,Nhân Viên Thiết Kế Đồ Họa/ Graphic Designer,https://www.vietnamworks.com/nhan-vien-thiet-ke-do-hoa-graphic-designer-103-1636669-jv/?source=searchResults&searchType=2&placement=1644619&sortBy=date
Công Ty TNHH Tanaka Precision Việt Nam,Nhân Viên Kế Hoạch Sản Xuất Làm Việc Tại Hưng Yên,https://www.vietnamworks.com/nhan-vien-ke-hoach-san-xuat-lam-viec-tai-hung-yen-1636596-jv/?source=searchResults&searchType=2&placement=1644546&sortBy=date
V2U Healthcare Việt Nam,Nhân Viên Kinh Doanh Thiết Bị Y Tế (Lương Từ 8 Triệu/tháng Đến Trên 15 Triệu),https://www.vietnamworks.com/nhan-vien-kinh-doanh-thiet-bi-y-te-luong-tu-8-trieu-thang-den-tren-15-trieu-2-1636213-jv/?source=searchResults&searchType=2&placement=1644163&sortBy=date
Công Ty Cổ Phần Tech - Vina,Chuyên Viên Kinh Doanh Quốc Tế / International B2B Sales (Lương Từ 15Tr-30Tr),https://www.vietnamworks.com/chuyen-vien-kinh-doanh-quoc-te-international-b2b-sales-luong-tu-15tr-30tr-1636202-jv/?source=searchResults&searchType=2&placement=1644152&sortBy=date
"NTT Data Vietnam Co., Ltd",Development Project Manager,https://www.vietnamworks.com/development-project-manager-2-1636388-jv/?source=searchResults&searchType=2&placement=1644338&sortBy=date
MISA Jointstock Company,Product Manager (Payment Gateway),https://www.vietnamworks.com/product-manager-payment-gateway-1636382-jv/?source=searchResults&searchType=2&placement=1644332&sortBy=date
Công Ty Cổ Phần Chứng Khoán Phú Hưng (PHS),Chuyên Viên Lưu Ký Chứng Khoán,https://www.vietnamworks.com/chuyen-vien-luu-ky-chung-khoan-4-1636270-jv/?source=searchResults&searchType=2&placement=1644220&sortBy=date
Công Ty Cổ Phần Nụ Cười Việt,Nhân Viên Bán Vé Máy Bay và Làm Visa Cho Khách Nước Ngoài,https://www.vietnamworks.com/nhan-vien-ban-ve-may-bay-va-lam-visa-cho-khach-nuoc-ngoai-1-1636314-jv/?source=searchResults&searchType=2&placement=1644264&sortBy=date
ILA Vietnam,Giáo Viên Tiếng Anh,https://www.vietnamworks.com/giao-vien-tieng-anh-348-1636323-jv/?source=searchResults&searchType=2&placement=1644273&sortBy=date
Công Ty TNHH Thương Mại Và Dịch Vụ Happy Holiday,Nhân Viên Kinh Doanh Du Lịch Nghỉ Dưỡng - Lương 10 - 50 Triệu,https://www.vietnamworks.com/nhan-vien-kinh-doanh-du-lich-nghi-duong-luong-10-50-trieu-1-1636219-jv/?source=searchResults&searchType=2&placement=1644169&sortBy=date
Công Ty CP Thương Mại Điện Tử Greenmazing,Digital Artist,https://www.vietnamworks.com/digital-artist-1-1-1-1-1-1-1-1-1636269-jv/?source=searchResults&searchType=2&placement=1644219&sortBy=date
Bắc Á Bank - Https://tuyendung.baca-Bank.vn/,Giao Dịch Viên - [BAC A BANK - Chi Nhánh Điện Biên/ Yên Bái/ Cà Mau],https://www.vietnamworks.com/giao-dich-vien-bac-a-bank-chi-nhanh-dien-bien-yen-bai-ca-mau-1-1636244-jv/?source=searchResults&searchType=2&placement=1644194&sortBy=date
Bắc Á Bank - Https://tuyendung.baca-Bank.vn/,Chuyên Viên Hỗ Trợ Tín Dụng - [BAC A BANK - Chi Nhánh Điện Biên/ Yên Bái/ Cà Mau],https://www.vietnamworks.com/chuyen-vien-ho-tro-tin-dung-bac-a-bank-chi-nhanh-dien-bien-yen-bai-ca-mau-1-1636254-jv/?source=searchResults&searchType=2&placement=1644204&sortBy=date
Công Ty TNHH Công Nghệ Giáo Dục Con Đường Hoa Ngữ,Content Marketing Khoá Học Tiếng Trung,https://www.vietnamworks.com/content-marketing-khoa-hoc-tieng-trung-1634280-jv/?source=searchResults&searchType=2&placement=1642230&sortBy=date
Công Ty TNHH Namyang Delta,Quản Lý Lean ( Lean Manager ),https://www.vietnamworks.com/quan-ly-lean-lean-manager-1641052-jv/?source=searchResults&searchType=2&placement=1649002&sortBy=date
Văn Phòng Pro-Sports Tại Hà Nội,Nhân Viên Kế Toán,https://www.vietnamworks.com/nhan-vien-ke-toan-2600-1624013-jv/?source=searchResults&searchType=2&placement=1631963&sortBy=date
Công Ty TNHH The Dragon Trip,Operations Officer (Jat),https://www.vietnamworks.com/operations-officer-jat-1635886-jv/?source=searchResults&searchType=2&placement=1643836&sortBy=date
Công Ty TNHH Phil Inter Pharma,Nhân Viên Chứng Từ Nhập Khẩu,https://www.vietnamworks.com/nhan-vien-chung-tu-nhap-khau-7-1636241-jv/?source=searchResults&searchType=2&placement=1644191&sortBy=date
Ajinomoto VIETNAM Company,Water Treatment Engineer,https://www.vietnamworks.com/water-treatment-engineer-2-1-1-1636604-jv/?source=searchResults&searchType=2&placement=1644554&sortBy=date
Công Ty Cổ Phần Giao Nhận Hàng Hóa Nasco,Nhân Viên Kế Toán Doanh Thu - Tại Chi Nhánh Miền Nam,https://www.vietnamworks.com/nhan-vien-ke-toan-doanh-thu-tai-chi-nhanh-mien-nam-1636625-jv/?source=searchResults&searchType=2&placement=1644575&sortBy=date
Công Ty Cổ Phần Tư Vấn Thiết Kế Viettel,Nhân Viên Đầu Tư Xây Dựng ( Kinh Tế Xây Dựng),https://www.vietnamworks.com/nhan-vien-dau-tu-xay-dung-kinh-te-xay-dung-1-1636663-jv/?source=searchResults&searchType=2&placement=1644613&sortBy=date
Alliance Construction & Trading,Nhân Viên Kỹ Thuật Thiết Kế Nội Thất,https://www.vietnamworks.com/nhan-vien-ky-thuat-thiet-ke-noi-that-2-1636689-jv/?source=searchResults&searchType=2&placement=1644639&sortBy=date
Công Ty Cổ Phần Mhi Việt Nam,Kế Toán Tổng Hợp,https://www.vietnamworks.com/ke-toan-tong-hop-5004-1636944-jv/?source=searchResults&searchType=2&placement=1644894&sortBy=date
Công Ty Cổ Phần Thương Mại Cơ Khí Tân Thanh,"Chuyên Viên Mua Hàng Kỹ Thuật (Ngành Cơ Khí, Ô Tô)",https://www.vietnamworks.com/chuyen-vien-mua-hang-ky-thuat-nganh-co-khi-o-to-1636611-jv/?source=searchResults&searchType=2&placement=1644561&sortBy=date
Pernam JSC,"Chuyên Viên Dự Án (Đấu Thầu và Hỗ Trợ Dự Án): Chuyên Ngành Cấp Thoát Nước, Môi Trường",https://www.vietnamworks.com/chuyen-vien-du-an-dau-thau-va-ho-tro-du-an-chuyen-nganh-cap-thoat-nuoc-moi-truong-1636833-jv/?source=searchResults&searchType=2&placement=1644783&sortBy=date
PPG Vietnam,Demand and Production Planner,https://www.vietnamworks.com/demand-and-production-planner-1636862-jv/?source=searchResults&searchType=2&placement=1644812&sortBy=date
Công Ty TNHH Thai Nakorn Patana Việt Nam,Trình Dược Viên OTC/ ETC,https://www.vietnamworks.com/trinh-duoc-vien-otc-etc-12-1636818-jv/?source=searchResults&searchType=2&placement=1644768&sortBy=date
Thygesen Textile Vietnam,Purchasing Executive - Fabric/accessory,https://www.vietnamworks.com/purchasing-executive-fabric-accessory-2-1636653-jv/?source=searchResults&searchType=2&placement=1644603&sortBy=date
Mercedes-Benz Haxaco Điện Biên Phủ,Maketing Specialist,https://www.vietnamworks.com/maketing-specialist-2-1636736-jv/?source=searchResults&searchType=2&placement=1644686&sortBy=date
Công Ty Cổ Phần Nông Nghiệp U&I,Chuyên Viên Kế Toán Quản Trị - Tài Chính [Tuyển Gấp],https://www.vietnamworks.com/chuyen-vien-ke-toan-quan-tri-tai-chinh-tuyen-gap-1636711-jv/?source=searchResults&searchType=2&placement=1644661&sortBy=date
Công Ty TNHH MTV Sun Frontier Đà Nẵng,M&E Manager (MEP Manager),https://www.vietnamworks.com/m-e-manager-mep-manager-1636789-jv/?source=searchResults&searchType=2&placement=1644739&sortBy=date
Công Ty TNHH Airr Labs (Việt Nam),Warehouse Management & Operations,https://www.vietnamworks.com/warehouse-management-operations-1636637-jv/?source=searchResults&searchType=2&placement=1644587&sortBy=date
Alliance Construction & Trading,Quản Đốc QC /QA Ngành Gỗ Nội Thất,https://www.vietnamworks.com/quan-doc-qc-qa-nganh-go-noi-that-1-1-1-1636671-jv/?source=searchResults&searchType=2&placement=1644621&sortBy=date
Tập Đoàn Dịch Vụ Ever Win,Trợ Lý Tổng Giám Đốc (Tiếng Trung),https://www.vietnamworks.com/tro-ly-tong-giam-doc-tieng-trung-9-1636547-jv/?source=searchResults&searchType=2&placement=1644497&sortBy=date
Công Ty Cổ Phần Tập Đoàn Mutosi,Chuyên Viên Truyền Thông (Marcom),https://www.vietnamworks.com/chuyen-vien-truyen-thong-marcom-1-1636805-jv/?source=searchResults&searchType=2&placement=1644755&sortBy=date
Sps Vietnam Ltd.,Service Assistant German Speaking,https://www.vietnamworks.com/service-assistant-german-speaking-1619331-jv/?source=searchResults&searchType=2&placement=1627281&sortBy=date
Công Ty Cổ Phần Đầu Tư Long Biên,Chuyên Viên C&B,https://www.vietnamworks.com/chuyen-vien-c-b-119-1636151-jv/?source=searchResults&searchType=2&placement=1644101&sortBy=date
Công Ty Cổ Phần Công Nghệ PAC Việt Nam,Nhân Viên Kinh Doanh Hàng 3M,https://www.vietnamworks.com/nhan-vien-kinh-doanh-hang-3m-1-1636128-jv/?source=searchResults&searchType=2&placement=1644078&sortBy=date
"MSIG Insurance (Vietnam) Co., Ltd.",Executive - Chuyên Viên Quản Trị Rủi Ro / Risk Management Division,https://www.vietnamworks.com/executive-chuyen-vien-quan-tri-rui-ro-risk-management-division-1636303-jv/?source=searchResults&searchType=2&placement=1644303&sortBy=date
Shinhan Bank Vietnam,Fx/derivatives Sales & Corporate Dealer and Trading,https://www.vietnamworks.com/fx-derivatives-sales-corporate-dealer-and-trading-1-1-2-1-1636191-jv/?source=searchResults&searchType=2&placement=1644191&sortBy=date
T&j Green Energy Co. Ltd,Procurement Assistant,https://www.vietnamworks.com/procurement-assistant-21-1636215-jv/?source=searchResults&searchType=2&placement=1644215&sortBy=date
Công Ty TNHH AMREP Việt Nam,Reliability Engineer,https://www.vietnamworks.com/reliability-engineer-5-1636216-jv/?source=searchResults&searchType=2&placement=1644216&sortBy=date
"MSIG Insurance (Vietnam) Co., Ltd.",Executive - Chuyên Viên Cấp Đơn / Business Processing Division,https://www.vietnamworks.com/executive-chuyen-vien-cap-don-business-processing-division-1636299-jv/?source=searchResults&searchType=2&placement=1644299&sortBy=date
Tasco Joint Stock Company,Trưởng Phòng Thiết Kế,https://www.vietnamworks.com/truong-phong-thiet-ke-110-1-1636813-jv/?source=searchResults&searchType=2&placement=1644813&sortBy=date
"Holcom Vietnam Co.,Ltd",Nhân Viên Thiết Kế Đồ Họa (Tuyển Gấp),https://www.vietnamworks.com/nhan-vien-thiet-ke-do-hoa-tuyen-gap-5-1636993-jv/?source=searchResults&searchType=2&placement=1644993&sortBy=date
Công Ty TNHH Alpha Plus,Trưởng Ban Quản Lý Tòa Nhà – Building Manager,https://www.vietnamworks.com/truong-ban-quan-ly-toa-nha-building-manager-1636879-jv/?source=searchResults&searchType=2&placement=1644879&sortBy=date
Công Ty Cổ Phần Tập Đoàn Đầu Tư Khôi Nguyên,Senior Graphic Designer,https://www.vietnamworks.com/senior-graphic-designer-189-1628878-jv/?source=searchResults&searchType=2&placement=1636878&sortBy=date
U.S. Mission Vietnam – U.S. Embassy In Hanoi,Quality Assurance (QA) Pre-Solicitation Notice,https://www.vietnamworks.com/quality-assurance-qa-pre-solicitation-notice-1641069-jv/?source=searchResults&searchType=2&placement=1649069&sortBy=date
Công Ty Cổ Phần Dược Phẩm FPT Long Châu,Trình Dược Viên OTC,https://www.vietnamworks.com/trinh-duoc-vien-otc-115-1-1641134-jv/?source=searchResults&searchType=2&placement=1649134&sortBy=date
"Mapletree VIETNAM Management CONSULTANCY CO., LTD","Vice President, Projects (Commercial)",https://www.vietnamworks.com/vice-president-projects-commercial-1-1636516-jv/?source=searchResults&searchType=2&placement=1644516&sortBy=date
"INOAC Vietnam CO., LTD.",Trưởng Phòng Bán Hàng (Sales Manager),https://www.vietnamworks.com/truong-phong-ban-hang-sales-manager-3-1636524-jv/?source=searchResults&searchType=2&placement=1644524&sortBy=date
GS Industry,Material Planning Staff-Nhân Viên Kế Hoạch Vật Tư-Thang Máy,https://www.vietnamworks.com/material-planning-staff-nhan-vien-ke-hoach-vat-tu-thang-may-1636528-jv/?source=searchResults&searchType=2&placement=1644528&sortBy=date
International School Ho Chi Minh City (Ishcmc),HR Executive,https://www.vietnamworks.com/hr-executive-326-1636505-jv/?source=searchResults&searchType=2&placement=1644505&sortBy=date
Panko HCM Office,"[Garment] Production, Esg, IT",https://www.vietnamworks.com/garment-production-esg-it-1636499-jv/?source=searchResults&searchType=2&placement=1644499&sortBy=date
"Ins Energy Technology CO., LTD",Chỉ Huy Trưởng Dự Án,https://www.vietnamworks.com/chi-huy-truong-du-an-5-1-1636521-jv/?source=searchResults&searchType=2&placement=1644521&sortBy=date
Favour Capital,Investment Banking,https://www.vietnamworks.com/investment-banking-5-1636522-jv/?source=searchResults&searchType=2&placement=1644522&sortBy=date
"Vietnam Intersnack Cashew Co., Ltd",Country Project Manager,https://www.vietnamworks.com/country-project-manager-1636602-jv/?source=searchResults&searchType=2&placement=1644602&sortBy=date
Truelog Pte Ltd,Accountant Staff,https://www.vietnamworks.com/accountant-staff-99-1-1636582-jv/?source=searchResults&searchType=2&placement=1644582&sortBy=date
Sun Life Vietnam (Sun Life),Bancassurance Client Effectiveness Associate Manager,https://www.vietnamworks.com/bancassurance-client-effectiveness-associate-manager-1641432-jv/?source=searchResults&searchType=2&placement=1649432&sortBy=date
Tập Đoàn BRG (BRG GROUP),Trưởng Phòng Quản Lý Thiết Kế Điện - Nước - PCCC,https://www.vietnamworks.com/truong-phong-quan-ly-thiet-ke-dien-nuoc-pccc-1624461-jv/?source=searchResults&searchType=2&placement=1632461&sortBy=date
Pizza 4P's,[HCM] Trưởng Ca Bếp Trung Tâm Nhà Hàng Ippudo (Làm Giờ Hành Chính),https://www.vietnamworks.com/hcm-truong-ca-bep-trung-tam-nha-hang-ippudo-lam-gio-hanh-chinh-1636055-jv/?source=searchResults&searchType=2&placement=1644055&sortBy=date
Maha Joint Stock Co.,"Executive, Business Development",https://www.vietnamworks.com/executive-business-development-2-2-1636145-jv/?source=searchResults&searchType=2&placement=1644145&sortBy=date
Smartpay JSC,Chuyên Viên Kinh Doanh Máy POS,https://www.vietnamworks.com/chuyen-vien-kinh-doanh-may-pos-1-1636372-jv/?source=searchResults&searchType=2&placement=1644372&sortBy=date
Công Ty TNHH Trizen Việt Nam,Senior IT (Lương Lên Tới 800$/tháng),https://www.vietnamworks.com/senior-it-luong-len-toi-800-thang-1636406-jv/?source=searchResults&searchType=2&placement=1644406&sortBy=date
World Vision Vietnam,WVV Area Program Development Facilitator,https://www.vietnamworks.com/wvv-area-program-development-facilitator-1-1636407-jv/?source=searchResults&searchType=2&placement=1644407&sortBy=date
Asia Chemical Corporation,Sales Manager (Food Ingredients - B2B),https://www.vietnamworks.com/sales-manager-food-ingredients-b2b-1-1-1-1624127-jv/?source=searchResults&searchType=2&placement=1632127&sortBy=date
Công Ty TNHH SX & TM Dược Phẩm Tâm Bình,Nhân Viên Thiết Kế Đồ Họa,https://www.vietnamworks.com/nhan-vien-thiet-ke-do-hoa-447-1-1636364-jv/?source=searchResults&searchType=2&placement=1644364&sortBy=date
Ngân Hàng Thương Mại Cổ Phần Bưu Điện Liên Việt (Lienvietpostbank),Vũng Tàu - Chuyên Viên Khách Hàng,https://www.vietnamworks.com/vung-tau-chuyen-vien-khach-hang-1641473-jv/?source=searchResults&searchType=2&placement=1649473&sortBy=date
Ngân Hàng TMCP Ngoại Thương Việt Nam - Vietcombank,Cán Bộ Khách Hàng (Yêu Cầu Có Kinh Nghiệm),https://www.vietnamworks.com/can-bo-khach-hang-yeu-cau-co-kinh-nghiem-1641475-jv/?source=searchResults&searchType=2&placement=1649475&sortBy=date
Công Ty TNHH Tập Đoàn Sapon,Nhân Viên Kinh Doanh (Mức Lương Từ 12Tr/tháng),https://www.vietnamworks.com/nhan-vien-kinh-doanh-muc-luong-tu-12tr-thang-1641434-jv/?source=searchResults&searchType=2&placement=1649434&sortBy=date
Công Ty TNHH Cresyn Hà Nội,Phó Phòng ISO,https://www.vietnamworks.com/pho-phong-iso-1641541-jv/?source=searchResults&searchType=2&placement=1649541&sortBy=date
Công Ty TNHH R Techno Việt Nam,【Jp Job 778】Kỹ Sư Thiết Kế Bảng Điện - Mạch Điện,https://www.vietnamworks.com/jp-job-778-ky-su-thiet-ke-bang-dien-mach-dien-1641070-jv/?source=searchResults&searchType=2&placement=1649070&sortBy=date
Maserati Việt Nam - Trident Auto,Direct Sales cum Marketing Representative,https://www.vietnamworks.com/direct-sales-cum-marketing-representative-1640997-jv/?source=searchResults&searchType=2&placement=1648997&sortBy=date
Phenikaa University,Giảng Viên Cơ Hữu Khoa Tiếng Trung Quốc,https://www.vietnamworks.com/giang-vien-co-huu-khoa-tieng-trung-quoc-1641348-jv/?source=searchResults&searchType=2&placement=1649348&sortBy=date
Bühler Asia Vietnam Limited,Sourcing Engineer,https://www.vietnamworks.com/sourcing-engineer-15-1641265-jv/?source=searchResults&searchType=2&placement=1649265&sortBy=date
Công Ty Honda Việt Nam,Nhân Viên Chứng Nhận Xe Máy (Xuất Khẩu/nội Địa/nhập Khẩu) (Code: Mcp_Mcr_10_0),https://www.vietnamworks.com/nhan-vien-chung-nhan-xe-may-xuat-khau-noi-dia-nhap-khau-code-mcp-mcr-10-0-1641269-jv/?source=searchResults&searchType=2&placement=1649269&sortBy=date
"Vietpom Co, Ltd",Administrative Executive,https://www.vietnamworks.com/administrative-executive-20-1644160-jv/?source=searchResults&searchType=2&placement=1652160&sortBy=date
Navigos Search,(Hanoi) Scrum Master Ngân Hàng Số,https://www.vietnamworks.com/hanoi-scrum-master-ngan-hang-so-1644185-jv/?source=searchResults&searchType=2&placement=1652185&sortBy=date
"DKSH Vietnam Co., Ltd.",Sales & Administration Assistant,https://www.vietnamworks.com/sales-administration-assistant-15-1644177-jv/?source=searchResults&searchType=2&placement=1652177&sortBy=date
Navigos Search,Senior Finance & Accounting Manager (FDI Company),https://www.vietnamworks.com/senior-finance-accounting-manager-fdi-company-1644169-jv/?source=searchResults&searchType=2&placement=1652169&sortBy=date
Navigos Search's Client,Trưởng/ Phó Phòng Du Học,https://www.vietnamworks.com/truong-pho-phong-du-hoc-1644161-jv/?source=searchResults&searchType=2&placement=1652161&sortBy=date
Công Ty Cổ Phần Quản Lý Vận Hành & Khai Thác Bất Động Sản Geleximco,IT Support Vận Hành Toà Nhà [Lương Upto 15Tr] - Ưu Tiên Có Kinh Nghiệm Vận Hành Phần Mềm Quản Lý Hầm Xe,https://www.vietnamworks.com/it-support-van-hanh-toa-nha-luong-upto-15tr-uu-tien-co-kinh-nghiem-van-hanh-phan-mem-quan-ly-ham-xe-1644143-jv/?source=searchResults&searchType=2&placement=1652143&sortBy=date
Công Ty TNHH Dược Phẩm Gigamed,Trình Dược Viên OTC và ETC ( Toàn Quốc),https://www.vietnamworks.com/trinh-duoc-vien-otc-va-etc-toan-quoc-1644138-jv/?source=searchResults&searchType=2&placement=1652138&sortBy=date
Heineken Vietnam Brewery Limited,Process & Control Improvement Executive,https://www.vietnamworks.com/process-control-improvement-executive-1-1639434-jv/?source=searchResults&searchType=2&placement=1647434&sortBy=date
AVC Technology (Vietnam) Company Limited,Kỹ Sư Quy Trình Sản Xuất (PE),https://www.vietnamworks.com/ky-su-quy-trinh-san-xuat-pe-1644128-jv/?source=searchResults&searchType=2&placement=1652128&sortBy=date
Công Ty Cổ Phần Đầu Tư Phát Triển Armo,Chuyên Viên Pháp Chế,https://www.vietnamworks.com/chuyen-vien-phap-che-667-1644102-jv/?source=searchResults&searchType=2&placement=1652102&sortBy=date
Es Networks GROUP,Senior Accountant,https://www.vietnamworks.com/senior-accountant-482-1643846-jv/?source=searchResults&searchType=2&placement=1651846&sortBy=date
Navigos Search,Senior System Engineer,https://www.vietnamworks.com/senior-system-engineer-34-1644090-jv/?source=searchResults&searchType=2&placement=1652090&sortBy=date
Shinhan Vietnam Finance,Data Analysis and Reporting Executive (Bounce Rate Management Executive),https://www.vietnamworks.com/data-analysis-and-reporting-executive-bounce-rate-management-executive-1644085-jv/?source=searchResults&searchType=2&placement=1652135&sortBy=date
Cargill Vietnam,South FSQR Manager,https://www.vietnamworks.com/south-fsqr-manager-1644069-jv/?source=searchResults&searchType=2&placement=1652119&sortBy=date
Simpson Strong-Tie Vietnam Company Limited,HRIS Officer,https://www.vietnamworks.com/hris-officer-1644057-jv/?source=searchResults&searchType=2&placement=1652107&sortBy=date
Tập Đoàn BRG (BRG GROUP),Chuyên Viên Ý Tưởng Và Thiết Kế,https://www.vietnamworks.com/chuyen-vien-y-tuong-va-thiet-ke-1-1644061-jv/?source=searchResults&searchType=2&placement=1652111&sortBy=date
Công Ty Cổ Phần Happyskin Vietnam,Sales Manager,https://www.vietnamworks.com/sales-manager-1602-1-1-1644049-jv/?source=searchResults&searchType=2&placement=1652099&sortBy=date
Marico South East Asia Corporation,Assistant Brand Manager,https://www.vietnamworks.com/assistant-brand-manager-212-1-1644041-jv/?source=searchResults&searchType=2&placement=1652091&sortBy=date
Công Ty Cổ Phần Chứng Khoán An Bình,Giám Đốc Phòng Phòng PR & Marketing,https://www.vietnamworks.com/giam-doc-phong-phong-pr-marketing-1644022-jv/?source=searchResults&searchType=2&placement=1652072&sortBy=date
Navigos Search,Sales Executive (Luxury Cosmetics),https://www.vietnamworks.com/sales-executive-luxury-cosmetics-1644039-jv/?source=searchResults&searchType=2&placement=1652089&sortBy=date
Kinden Việt Nam,Nhân Viên Vẽ Cad Điện,https://www.vietnamworks.com/nhan-vien-ve-cad-dien-1-1-1628982-jv/?source=searchResults&searchType=2&placement=1637032&sortBy=date
ADK Group Viet Nam,Admin Cum Receptionist,https://www.vietnamworks.com/admin-cum-receptionist-43-1-1636287-jv/?source=searchResults&searchType=2&placement=1644337&sortBy=date
ADK Group Viet Nam,Human Resource Generalist,https://www.vietnamworks.com/human-resource-generalist-10-1-1636267-jv/?source=searchResults&searchType=2&placement=1644317&sortBy=date
