comp_name,tittle_job,tittle_url
Công Ty TNHH Scan Global Logistics Việt Nam - Văn Phòng Hà Nội,Customer Service Supervisor,https://www.vietnamworks.com/customer-service-supervisor-87-1-1-1641957-jv/?source=searchResults&searchType=2&placement=1644008&sortBy=date
"Henkel Adhesive Technologies Vietnam Co., Ltd.",Procurement Specialist,https://www.vietnamworks.com/procurement-specialist-59-1639293-jv/?source=searchResults&searchType=2&placement=1641344&sortBy=date
Công Ty Cổ Phần Đầu Tư Và Quản Lý Tài Sản Á Châu,Kế Toán Tổng Hợp,https://www.vietnamworks.com/ke-toan-tong-hop-4956-1631764-jv/?source=searchResults&searchType=2&placement=1633815&sortBy=date
Công Ty TNHH Phần Mềm Át Thê Na,"Senior Full Stack Developer (.Net Core, Micro-Service, and Angular)",https://www.vietnamworks.com/senior-full-stack-developer-net-core-micro-service-and-angular-1641869-jv/?source=searchResults&searchType=2&placement=1643920&sortBy=date
Công Ty Cổ Phần Thương Mại Và Tư Vấn Opexco,Import-Export Manager (Trưởng Phòng Xuất Nhập Khẩu),https://www.vietnamworks.com/import-export-manager-truong-phong-xuat-nhap-khau-1-1-2-1-1641854-jv/?source=searchResults&searchType=2&placement=1643905&sortBy=date
Kasikornbank Public Company Limited,Relationship Manager (Banking Industry - Corporate Clients),https://www.vietnamworks.com/relationship-manager-banking-industry-corporate-clients-1-1641911-jv/?source=searchResults&searchType=2&placement=1643962&sortBy=date
DEK Technologies,Devops Engineer (Ci/linux/python),https://www.vietnamworks.com/devops-engineer-ci-linux-python-2-1641786-jv/?source=searchResults&searchType=2&placement=1643837&sortBy=date
"Aeon Mall Vietnam Co., Ltd",Leasing Planning Officer (Ha Noi & Ho Chi Minh Head Office - 239),https://www.vietnamworks.com/leasing-planning-officer-ha-noi-ho-chi-minh-head-office-239-1637357-jv/?source=searchResults&searchType=2&placement=1639408&sortBy=date
MDC Precision Vietnam,Production Planner,https://www.vietnamworks.com/production-planner-121-1641590-jv/?source=searchResults&searchType=2&placement=1643641&sortBy=date
Dol English,[Hà Nội/ Hồ Chí Minh/ Đà Nẵng] - Center Head of Sales,https://www.vietnamworks.com/ha-noi-ho-chi-minh-da-nang-center-head-of-sales-1604713-jv/?source=searchResults&searchType=2&placement=1606764&sortBy=date
Walker Design Solutions Pty Ltd.,Tekla Structural Steel Detailer,https://www.vietnamworks.com/tekla-structural-steel-detailer-1-1641850-jv/?source=searchResults&searchType=2&placement=1643901&sortBy=date
Onepay JSC,Chuyên Viên Pháp Chế,https://www.vietnamworks.com/chuyen-vien-phap-che-642-1-1641317-jv/?source=searchResults&searchType=2&placement=1643368&sortBy=date
Công Ty Truyền Thông Viettel,Chủ Nhiệm Sản Xuất,https://www.vietnamworks.com/chu-nhiem-san-xuat-1639313-jv/?source=searchResults&searchType=2&placement=1641364&sortBy=date
Taj Việt Nam,Trưởng Nhóm Sáng Tạo Nội Dung (Mảng Communication Planning),https://www.vietnamworks.com/truong-nhom-sang-tao-noi-dung-mang-communication-planning-1641890-jv/?source=searchResults&searchType=2&placement=1643941&sortBy=date
Taj Việt Nam,Trưởng Nhóm Sáng Tạo Nội Dung (Mảng Communication Planning),https://www.vietnamworks.com/truong-nhom-sang-tao-noi-dung-mang-communication-planning-1641890-jv/?source=searchResults&searchType=2&placement=1643991&sortBy=date
Công Ty Cổ Phần Dược Danapha,Chuyên Viên Pháp Chế,https://www.vietnamworks.com/chuyen-vien-phap-che-665-1641945-jv/?source=searchResults&searchType=2&placement=1644046&sortBy=date
Công Ty TNHH M.O.I Cosmetics,Art Director,https://www.vietnamworks.com/art-director-73-1644334-jv/?source=searchResults&searchType=2&placement=1646435&sortBy=date
IELTS With Datio,Nhân Viên Quay Dựng Video - Video Editor (Thu Nhập 10-15 Triệu) Tại Tp. HCM,https://www.vietnamworks.com/nhan-vien-quay-dung-video-video-editor-thu-nhap-10-15-trieu-tai-tp-hcm-1645859-jv/?source=searchResults&searchType=2&placement=1647960&sortBy=date
Công Ty Cổ Phần Dịch Vụ Tổng Hợp Sài Gòn (Savico),Director of Automobile Division (Upto 80Mil),https://www.vietnamworks.com/director-of-automobile-division-upto-80mil-1603287-jv/?source=searchResults&searchType=2&placement=1605388&sortBy=date
Công Ty Cổ Phần Công Nghệ Tài Chính Encapital,Chuyên Viên IT OPS,https://www.vietnamworks.com/chuyen-vien-it-ops-1-1637267-jv/?source=searchResults&searchType=2&placement=1639368&sortBy=date
Bericap VN,Maintenance/technician,https://www.vietnamworks.com/maintenance-technician-36-1639176-jv/?source=searchResults&searchType=2&placement=1641277&sortBy=date
Adeo Services,Production Specialist,https://www.vietnamworks.com/production-specialist-6-1641784-jv/?source=searchResults&searchType=2&placement=1643885&sortBy=date
VUS - The English Center,IT Trainer (IT Dept),https://www.vietnamworks.com/it-trainer-it-dept-1641872-jv/?source=searchResults&searchType=2&placement=1643973&sortBy=date
Nghia Son Wooden Furniture Company,[Urgent]Tuyển Trưởng Phòng Kỷ Thuật Sản Xuất Gỗ,https://www.vietnamworks.com/urgent-tuyen-truong-phong-ky-thuat-san-xuat-go-1641848-jv/?source=searchResults&searchType=2&placement=1643949&sortBy=date
Intergreat Education Group,Chuyên Viên Tư Vấn Du Học - Education Consultant,https://www.vietnamworks.com/chuyen-vien-tu-van-du-hoc-education-consultant-1-2-1-1641871-jv/?source=searchResults&searchType=2&placement=1643972&sortBy=date
Công Ty TNHH Du Lịch Trần Việt (Transviet),Nhân Viên Sales MICE (Tour Đoàn),https://www.vietnamworks.com/nhan-vien-sales-mice-tour-doan-1-1641821-jv/?source=searchResults&searchType=2&placement=1643922&sortBy=date
Bắc Á Bank - Https://tuyendung.baca-Bank.vn/,Chuyên Viên Kiểm Soát và Tuân Thủ - [BAC A BANK - Trung Tâm Kinh Doanh Hội Sở],https://www.vietnamworks.com/chuyen-vien-kiem-soat-va-tuan-thu-bac-a-bank-trung-tam-kinh-doanh-hoi-so-3-1641826-jv/?source=searchResults&searchType=2&placement=1643927&sortBy=date
Công Ty Cổ Phần Công Nghệ Thực Phẩm Châu Á (Micoem),Trưởng Phòng Maketting - Bộ Phận Marketing Nhà Hàng Madame Lân,https://www.vietnamworks.com/truong-phong-maketting-bo-phan-marketing-nha-hang-madame-lan-1641847-jv/?source=searchResults&searchType=2&placement=1643948&sortBy=date
Branch Audi Official Dealer (Lien-A International Jsc),Cố Vấn Dịch Vụ,https://www.vietnamworks.com/co-van-dich-vu-50-1622636-jv/?source=searchResults&searchType=2&placement=1624737&sortBy=date
Công Ty Cổ Phần CPT Group,Nhân Viên Bán Hàng,https://www.vietnamworks.com/nhan-vien-ban-hang-1298-1623357-jv/?source=searchResults&searchType=2&placement=1625458&sortBy=date
Công Ty Cổ Phần Xây Dựng Và Công Nghiệp NSN,Nhân Viên An Toàn,https://www.vietnamworks.com/nhan-vien-an-toan-42-1624992-jv/?source=searchResults&searchType=2&placement=1627093&sortBy=date
Trung Tâm Ngoại Ngữ Vương Quốc (Kingdom English Center),Giáo Viên Tiếng Anh Fulltime/ Part Time,https://www.vietnamworks.com/giao-vien-tieng-anh-fulltime-part-time-2-1-1-1-1-1639224-jv/?source=searchResults&searchType=2&placement=1641325&sortBy=date
Công Ty Cổ Phần Achison,Sales Leader B2B - Thu Nhập 20Tr VNĐ - 30Tr VNĐ,https://www.vietnamworks.com/sales-leader-b2b-thu-nhap-20tr-vnd-30tr-vnd-1638965-jv/?source=searchResults&searchType=2&placement=1641066&sortBy=date
Blacksire,IT Support Executive,https://www.vietnamworks.com/it-support-executive-19-1639193-jv/?source=searchResults&searchType=2&placement=1641294&sortBy=date
Afg Viet Nam,Senior Graphic Designer,https://www.vietnamworks.com/senior-graphic-designer-190-1644299-jv/?source=searchResults&searchType=2&placement=1646400&sortBy=date
D Y M Medical Center Vietnam Company Limited,Sales Executive - B2B - Good Income,https://www.vietnamworks.com/sales-executive-b2b-good-income-2-1629667-jv/?source=searchResults&searchType=2&placement=1631768&sortBy=date
VUS - The English Center,Senior Learning Content,https://www.vietnamworks.com/senior-learning-content-1641862-jv/?source=searchResults&searchType=2&placement=1643963&sortBy=date
Masan Consumer Holdings,Assistant Purchasing Manager_ Packaging_ Raw Material,https://www.vietnamworks.com/assistant-purchasing-manager-packaging-raw-material-1641940-jv/?source=searchResults&searchType=2&placement=1644041&sortBy=date
Viet Capital Bank,Trưởng Phòng Giao Dịch,https://www.vietnamworks.com/truong-phong-giao-dich-36-1-1641879-jv/?source=searchResults&searchType=2&placement=1643980&sortBy=date
"Hitachi Vantara Vietnam Co., Ltd.",Automotive Software Testing Engineer,https://www.vietnamworks.com/automotive-software-testing-engineer-1641991-jv/?source=searchResults&searchType=2&placement=1644092&sortBy=date
Ensightful Technology Company LTD,Kỹ Sư Front-End,https://www.vietnamworks.com/ky-su-front-end-1-1639223-jv/?source=searchResults&searchType=2&placement=1641324&sortBy=date
Công Ty TNHH LG Electronics Việt Nam Hải Phòng,R&D Staff / Nhân Viên Nghiên Cứu Phát Triển ( Experience & English) / Salary $600-$1000 + Bonus,https://www.vietnamworks.com/r-d-staff-nhan-vien-nghien-cuu-phat-trien-experience-english-salary-600-1000-bonus-1630145-jv/?source=searchResults&searchType=2&placement=1632246&sortBy=date
Công Ty Cổ Phần Chứng Khoán KB Việt Nam,Trưởng Phòng Truyền Thông & Marketing,https://www.vietnamworks.com/truong-phong-truyen-thong-marketing-29-1644329-jv/?source=searchResults&searchType=2&placement=1646430&sortBy=date
Công Ty TNHH Vonta Việt Nam,Giám Đốc Kinh Doanh,https://www.vietnamworks.com/giam-doc-kinh-doanh-855-1644324-jv/?source=searchResults&searchType=2&placement=1646425&sortBy=date
LOTTE Properties HCMC Co.ltd,General Affairs Officer – Korean Speaking,https://www.vietnamworks.com/general-affairs-officer-korean-speaking-2-1-2-2-1639089-jv/?source=searchResults&searchType=2&placement=1641190&sortBy=date
"Phonesack Group Co.,ltd",Deputy Sales and Logistic Manager,https://www.vietnamworks.com/deputy-sales-and-logistic-manager-1637211-jv/?source=searchResults&searchType=2&placement=1639312&sortBy=date
Công Ty TNHH Caddi Việt Nam,Quality Assurance,https://www.vietnamworks.com/quality-assurance-36-1-3-1636402-jv/?source=searchResults&searchType=2&placement=1638503&sortBy=date
Bericap VN,Assembly Production Shift Leader,https://www.vietnamworks.com/assembly-production-shift-leader-1639197-jv/?source=searchResults&searchType=2&placement=1641298&sortBy=date
Ngân Hàng Thương Mại Cổ Phần Bưu Điện Liên Việt (Lienvietpost Bank),HO - Trung Tâm Kinh Doanh Bảo Hiểm - Chuyên Viên Ban Quan Hệ Đối Tác và Chính Sách Phi Nhân Thọ,https://www.vietnamworks.com/ho-trung-tam-kinh-doanh-bao-hiem-chuyen-vien-ban-quan-he-doi-tac-va-chinh-sach-phi-nhan-tho-1639230-jv/?source=searchResults&searchType=2&placement=1641331&sortBy=date
TLC Modular Construction Limited Liability Company,Họa Viên Kết Cấu/ Structure Detailer,https://www.vietnamworks.com/hoa-vien-ket-cau-structure-detailer-2-1639217-jv/?source=searchResults&searchType=2&placement=1641318&sortBy=date
VietnamWorks' Client,Giám Sát Cấp Cao (S. Supervisor),https://www.vietnamworks.com/giam-sat-cap-cao-s-supervisor-1639226-jv/?source=searchResults&searchType=2&placement=1641327&sortBy=date
Atlantic Commodities Vietnam Ltd (Acom),Quality Control Staff - Cashew,https://www.vietnamworks.com/quality-control-staff-cashew-1641842-jv/?source=searchResults&searchType=2&placement=1643943&sortBy=date
Công Ty Cổ Phần Formula Air,Kế Toán Kho Làm Việc KCN Tiên Sơn Bắc Ninh,https://www.vietnamworks.com/ke-toan-kho-lam-viec-kcn-tien-son-bac-ninh-1-1641851-jv/?source=searchResults&searchType=2&placement=1643952&sortBy=date
Giao Hàng Tiết Kiệm,Application Security,https://www.vietnamworks.com/application-security-1641865-jv/?source=searchResults&searchType=2&placement=1643966&sortBy=date
Sparc Far East Ltd.,"QC Production Technician Independent Contractor (Location: Vietnam, Hanoi) Eddie Bauer Brands",https://www.vietnamworks.com/qc-production-technician-independent-contractor-location-vietnam-hanoi-eddie-bauer-brands-1-1645854-jv/?source=searchResults&searchType=2&placement=1647955&sortBy=date
Công Ty TNHH Dịch Vụ Zim Integrated Shipping (Việt Nam),Booking Manager,https://www.vietnamworks.com/booking-manager-1-1638939-jv/?source=searchResults&searchType=2&placement=1641040&sortBy=date
Công Ty TNHH Khuôn Đúc Tsukuba Việt Nam,Kĩ Sư Cơ Khí Phòng Quản Lý Chất Lượng,https://www.vietnamworks.com/ki-su-co-khi-phong-quan-ly-chat-luong-5-1639181-jv/?source=searchResults&searchType=2&placement=1641282&sortBy=date
Công Ty Beyond360 VIETNAM Property,Property Management Executive (Junior & Senior),https://www.vietnamworks.com/property-management-executive-junior-senior-1638837-jv/?source=searchResults&searchType=2&placement=1640938&sortBy=date
Tay Ninh Tapioca JSC,Senior Internal Auditor (Kiểm Toán Nội Bộ Cấp Cao),https://www.vietnamworks.com/senior-internal-auditor-kiem-toan-noi-bo-cap-cao-1639141-jv/?source=searchResults&searchType=2&placement=1641242&sortBy=date
Công Ty CP Kỹ Thuật Dịch Vụ Thành Công,Trưởng Phòng Kế Hoạch,https://www.vietnamworks.com/truong-phong-ke-hoach-80-1639172-jv/?source=searchResults&searchType=2&placement=1641273&sortBy=date
"Henkel Adhesive Technologies Vietnam Co., Ltd.",Territory Sales Engineer,https://www.vietnamworks.com/territory-sales-engineer-1-1-1-1636474-jv/?source=searchResults&searchType=2&placement=1638575&sortBy=date
Công Ty TNHH Tư Vấn Du Học Việt Phương,Nhân Viên Tư Vấn Xử Lý Hồ Sơ Du Học - Biết Tiếng Anh (Lương Từ 7 - 20 Triệu),https://www.vietnamworks.com/nhan-vien-tu-van-xu-ly-ho-so-du-hoc-biet-tieng-anh-luong-tu-7-20-trieu-1644229-jv/?source=searchResults&searchType=2&placement=1646330&sortBy=date
Công Ty TNHH Cosco Shipping LINES (Việt Nam),Accountant Staff (Chinese be Advantaged),https://www.vietnamworks.com/accountant-staff-chinese-be-advantaged-4-1-1-1-1641814-jv/?source=searchResults&searchType=2&placement=1643915&sortBy=date
Công Ty TNHH Galaxy Digital Holdings,Scrum Master (PMO),https://www.vietnamworks.com/scrum-master-pmo-1641775-jv/?source=searchResults&searchType=2&placement=1643876&sortBy=date
Công Ty TNHH Cosco Shipping LINES (Việt Nam),Accountant Staff (Chinese be Advantaged),https://www.vietnamworks.com/accountant-staff-chinese-be-advantaged-4-1-1-1-1641814-jv/?source=searchResults&searchType=2&placement=1643965&sortBy=date
Công Ty TNHH Galaxy Digital Holdings,Scrum Master (PMO),https://www.vietnamworks.com/scrum-master-pmo-1641775-jv/?source=searchResults&searchType=2&placement=1643926&sortBy=date
Công Ty TNHH Galaxy Digital Holdings,Data Compliance,https://www.vietnamworks.com/data-compliance-1641780-jv/?source=searchResults&searchType=2&placement=1643931&sortBy=date
Công Ty Cổ Phần Hightech Việt Nam,Nhân Viên Kinh Doanh (Tổng Thu Nhập 20 – 40 Triệu),https://www.vietnamworks.com/nhan-vien-kinh-doanh-tong-thu-nhap-20-40-trieu-1641777-jv/?source=searchResults&searchType=2&placement=1643928&sortBy=date
Công Ty Cổ Phần Kim Khí Thăng LONG,Nhân Viên Phiên Dịch kiêm Phát Triển Sản Phẩm- Ưu Tiên Ứng Viên Mới Ra Trường,https://www.vietnamworks.com/nhan-vien-phien-dich-kiem-phat-trien-san-pham-uu-tien-ung-vien-moi-ra-truong-2-1641829-jv/?source=searchResults&searchType=2&placement=1643980&sortBy=date
"Phonesack Group Co.,ltd",General Manager for Gold Mining,https://www.vietnamworks.com/general-manager-for-gold-mining-1-1637223-jv/?source=searchResults&searchType=2&placement=1639374&sortBy=date
"Riken Vietnam CO., Ltd",Nhân Viên Kế Hoạch Sản Xuất & Công Đoạn Sản Xuất,https://www.vietnamworks.com/nhan-vien-ke-hoach-san-xuat-cong-doan-san-xuat-1639098-jv/?source=searchResults&searchType=2&placement=1641249&sortBy=date
Công Ty TNHH Tư Vấn Thực Phẩm Á Châu,Nhân Viên Hỗ Trợ Marketing,https://www.vietnamworks.com/nhan-vien-ho-tro-marketing-1-1644266-jv/?source=searchResults&searchType=2&placement=1646417&sortBy=date
Sony Electronics Vietnam,Supply Chain Management Agency Staff,https://www.vietnamworks.com/supply-chain-management-agency-staff-1644251-jv/?source=searchResults&searchType=2&placement=1646402&sortBy=date
Công Ty Cổ Phần Kim Khí Thăng LONG,"Nhân Viên Kỹ Thuật (Chuyên Ngành Cơ Khí, Điện, Hóa..) - Ưu Tiên Ứng Viên Mới Ra Trường",https://www.vietnamworks.com/nhan-vien-ky-thuat-chuyen-nganh-co-khi-dien-hoa-uu-tien-ung-vien-moi-ra-truong-1-1-1-1641831-jv/?source=searchResults&searchType=2&placement=1643982&sortBy=date
Công Ty Cổ Phần Ứng Dụng Bản Đồ Việt (Vietmap),Flutter Mobile Developer - iOS/Android,https://www.vietnamworks.com/flutter-mobile-developer-ios-android-1641608-jv/?source=searchResults&searchType=2&placement=1643759&sortBy=date
Công Ty TNHH C&f Outsourcing,Telephone Assistant (Parttime Job),https://www.vietnamworks.com/telephone-assistant-parttime-job-1641735-jv/?source=searchResults&searchType=2&placement=1643886&sortBy=date
"Ins Energy Technology CO., LTD",Trưởng Phòng Dự Án,https://www.vietnamworks.com/truong-phong-du-an-60-1641743-jv/?source=searchResults&searchType=2&placement=1643894&sortBy=date
Panasonic Sales Vietnam,Area Sales Executive (Central and Mekong Region),https://www.vietnamworks.com/area-sales-executive-central-and-mekong-region-1-1639190-jv/?source=searchResults&searchType=2&placement=1641341&sortBy=date
Công Ty Cổ Phần Đầu Tư Nam Long,Strategy and Capital Markets Manager,https://www.vietnamworks.com/strategy-and-capital-markets-manager-2-1637217-jv/?source=searchResults&searchType=2&placement=1639368&sortBy=date
"Behn Meyer Agricare Vietnam Co. Ltd,",Trợ Lý Hỗ Trợ Kinh Doanh,https://www.vietnamworks.com/tro-ly-ho-tro-kinh-doanh-1-1637209-jv/?source=searchResults&searchType=2&placement=1639360&sortBy=date
Roedl & Partner Vietnam,Tax Associate,https://www.vietnamworks.com/tax-associate-3-1-1-1644265-jv/?source=searchResults&searchType=2&placement=1646416&sortBy=date
Công Ty TNHH Khí Công Nghiệp Messer Hải Phòng,IT Officer,https://www.vietnamworks.com/it-officer-139-1-1-1-1-1-1641571-jv/?source=searchResults&searchType=2&placement=1643722&sortBy=date
Công Ty Cổ Phần Đầu Tư Sóng Thần,Kế Toán Trưởng,https://www.vietnamworks.com/ke-toan-truong-3075-1641661-jv/?source=searchResults&searchType=2&placement=1643812&sortBy=date
Esoft Vietnam,Floor Plan Quality Control - AutoCAD Expert,https://www.vietnamworks.com/floor-plan-quality-control-autocad-expert-1641774-jv/?source=searchResults&searchType=2&placement=1643925&sortBy=date
Ben Line Agencies (Vietnam),NOC Technician,https://www.vietnamworks.com/noc-technician-2-1-1641756-jv/?source=searchResults&searchType=2&placement=1643907&sortBy=date
Away Digital Teams,QA Engineer (Hybrid),https://www.vietnamworks.com/qa-engineer-hybrid-1628415-jv/?source=searchResults&searchType=2&placement=1630566&sortBy=date
Nagakawa GROUP,"Trưởng Phòng Kinh Doanh Dự Án (Ngành Hàng Gia Dụng, Thiết Bị Nhà Bếp)",https://www.vietnamworks.com/truong-phong-kinh-doanh-du-an-nganh-hang-gia-dung-thiet-bi-nha-bep-1641730-jv/?source=searchResults&searchType=2&placement=1643881&sortBy=date
Frasers Property Vietnam,"Assistant Manager, Business Development",https://www.vietnamworks.com/assistant-manager-business-development-5-1644079-jv/?source=searchResults&searchType=2&placement=1646230&sortBy=date
Công Ty Baylink Logistics,Accounting Staffs,https://www.vietnamworks.com/accounting-staffs-1-1644205-jv/?source=searchResults&searchType=2&placement=1646356&sortBy=date
Công Ty TNHH Tư Vấn Đầu Tư Định Cư Quốc Tế Uca,Trợ Lý Xử Lý Hồ Sơ Visa Định Cư Canada - Úc (Tiếng Anh Tốt),https://www.vietnamworks.com/tro-ly-xu-ly-ho-so-visa-dinh-cu-canada-uc-tieng-anh-tot-1644213-jv/?source=searchResults&searchType=2&placement=1646364&sortBy=date
"Sinokor (Vietnam) Co.,Ltd",Customer Service Staff,https://www.vietnamworks.com/customer-service-staff-152-1644225-jv/?source=searchResults&searchType=2&placement=1646376&sortBy=date
"Annapolis (VIETNAM) CO., LTD.",Accountant and Admin Officer,https://www.vietnamworks.com/accountant-and-admin-officer-2-1641650-jv/?source=searchResults&searchType=2&placement=1643801&sortBy=date
"An Viet Thinh Co., Ltd (Eurofar Internaltional B.V)",Merchandiser (English - Furniture Field),https://www.vietnamworks.com/merchandiser-english-furniture-field-1613427-jv/?source=searchResults&searchType=2&placement=1615578&sortBy=date
Công Ty Cổ Phần Thủy Lộc - HCM,Brand Marketing Executive,https://www.vietnamworks.com/brand-marketing-executive-30-1641673-jv/?source=searchResults&searchType=2&placement=1643824&sortBy=date
Công Ty TNHH Cung Cấp Giải Pháp Dịch Vụ Giá Trị Gia Tăng (Vivas),Chuyên Viên Digital Marketing,https://www.vietnamworks.com/chuyen-vien-digital-marketing-348-1641699-jv/?source=searchResults&searchType=2&placement=1643850&sortBy=date
Công Ty TNHH Kiến Trúc NQH,Kế Toán Tổng Hợp,https://www.vietnamworks.com/ke-toan-tong-hop-5006-1641491-jv/?source=searchResults&searchType=2&placement=1643642&sortBy=date
Sumitomo Mitsui Banking Corporation (SMBC),Banking Operations Officer for Remittance,https://www.vietnamworks.com/banking-operations-officer-for-remittance-1639115-jv/?source=searchResults&searchType=2&placement=1641266&sortBy=date
"Annapolis (VIETNAM) CO., LTD.",Online Marketing Associate - Graphic Designer,https://www.vietnamworks.com/online-marketing-associate-graphic-designer-1-1641641-jv/?source=searchResults&searchType=2&placement=1643792&sortBy=date
The Away Group Viet Nam LTD,"Full Stack Developer (.NET, React)",https://www.vietnamworks.com/full-stack-developer-net-react-1628559-jv/?source=searchResults&searchType=2&placement=1630710&sortBy=date
"Annapolis (VIETNAM) CO., LTD.",Sale Manager,https://www.vietnamworks.com/sale-manager-182-1-1641644-jv/?source=searchResults&searchType=2&placement=1643795&sortBy=date
Eca Advanced SOLUTIONS VIETNAM,Automation Software Engineer,https://www.vietnamworks.com/automation-software-engineer-1-1644083-jv/?source=searchResults&searchType=2&placement=1646234&sortBy=date
Công Ty TNHH Tư Vấn Đầu Tư Định Cư Quốc Tế Uca,Nhân Viên Xử Lý Hồ Sơ Visa Du Lịch Và Du Học Canada. Úc,https://www.vietnamworks.com/nhan-vien-xu-ly-ho-so-visa-du-lich-va-du-hoc-canada-uc-1644214-jv/?source=searchResults&searchType=2&placement=1646365&sortBy=date
Sumitomo Mitsui Banking Corporation (SMBC),Credit Analyst for Corporate Banking Department,https://www.vietnamworks.com/credit-analyst-for-corporate-banking-department-1625426-jv/?source=searchResults&searchType=2&placement=1627577&sortBy=date
"Fukoku Vietnam Co., Ltd.",Environment Senior Staff (Nhân Viên Cấp Cao Môi Trường),https://www.vietnamworks.com/environment-senior-staff-nhan-vien-cap-cao-moi-truong-1-1-1645842-jv/?source=searchResults&searchType=2&placement=1647993&sortBy=date
Công Ty TNHH Techtronic Industries Việt Nam Manufacturing,Learning and Development/ Training Specialist (Work At Cu Chi),https://www.vietnamworks.com/learning-and-development-training-specialist-work-at-cu-chi-1641745-jv/?source=searchResults&searchType=2&placement=1643896&sortBy=date
Công Ty Cổ Phần Chuỗi Thực Phẩm TH,Giám Đốc Thương Mại Toàn Quốc (National Commerce Director),https://www.vietnamworks.com/giam-doc-thuong-mai-toan-quoc-national-commerce-director-1644220-jv/?source=searchResults&searchType=2&placement=1646371&sortBy=date
Công Ty Cổ Phần Chuỗi Thực Phẩm TH,Giám Đốc Chuỗi Cửa Hàng TH Truemart Toàn Quốc (National Store Director),https://www.vietnamworks.com/giam-doc-chuoi-cua-hang-th-truemart-toan-quoc-national-store-director-1644222-jv/?source=searchResults&searchType=2&placement=1646373&sortBy=date
Veba Group,Event/ Communication Proposal Planner - Chuyên Viên Lập Kế Hoạch Dự Án Sự Kiện/ Truyền Thông,https://www.vietnamworks.com/event-communication-proposal-planner-chuyen-vien-lap-ke-hoach-du-an-su-kien-truyen-thong-1-1639035-jv/?source=searchResults&searchType=2&placement=1641186&sortBy=date
Shinryo Vietnam Corporation,Administration Staff,https://www.vietnamworks.com/administration-staff-58-1639032-jv/?source=searchResults&searchType=2&placement=1641183&sortBy=date
LOTTE Properties HCMC Co.ltd,Research & Development (Real Estate Commercial Products),https://www.vietnamworks.com/research-development-real-estate-commercial-products-1639023-jv/?source=searchResults&searchType=2&placement=1641174&sortBy=date
Yamaha Music Viet Nam,Senior Sales Executive,https://www.vietnamworks.com/senior-sales-executive-212-1639079-jv/?source=searchResults&searchType=2&placement=1641230&sortBy=date
Công Ty Cổ Phần Kỹ Thuật Sigma,Kỹ Sư Quản Lý Khối Lượng (QS Engineer),https://www.vietnamworks.com/ky-su-quan-ly-khoi-luong-qs-engineer-9-1637133-jv/?source=searchResults&searchType=2&placement=1639284&sortBy=date
Ahamove - Công Ty Cổ Phần Dịch Vụ Tức Thời,Sales Executives (B2B),https://www.vietnamworks.com/sales-executives-b2b-1-1637366-jv/?source=searchResults&searchType=2&placement=1639517&sortBy=date
Công Ty Cổ Phần Thiết Bị Và Giải Pháp Cơ Khí Automech,Trợ Lý Giám Đốc Sản Phẩm,https://www.vietnamworks.com/tro-ly-giam-doc-san-pham-1-1639078-jv/?source=searchResults&searchType=2&placement=1641229&sortBy=date
Công Ty Cổ Phần Du Thuyền Viet Princess,Marketing Manager,https://www.vietnamworks.com/marketing-manager-1317-1644135-jv/?source=searchResults&searchType=2&placement=1646336&sortBy=date
Công Ty TNHH Công Nghệ Huawei Việt Nam,Solution Manager (Chinese or English Speaking),https://www.vietnamworks.com/solution-manager-chinese-or-english-speaking-1641700-jv/?source=searchResults&searchType=2&placement=1643901&sortBy=date
Công Ty Cổ Phần Truyền Thông Iris,Chuyên Viên Kinh Doanh,https://www.vietnamworks.com/chuyen-vien-kinh-doanh-995-1-1641720-jv/?source=searchResults&searchType=2&placement=1643921&sortBy=date
Công Ty Cổ Phần Sachi (Lixibox),Senior Visual Merchandiser cum Customer Experience,https://www.vietnamworks.com/senior-visual-merchandiser-cum-customer-experience-1641721-jv/?source=searchResults&searchType=2&placement=1643922&sortBy=date
Công Ty TNHH KCTC Việt Nam,Sales & Marketing Executive,https://www.vietnamworks.com/sales-marketing-executive-213-1641658-jv/?source=searchResults&searchType=2&placement=1643859&sortBy=date
Anheuser- Busch Inbev (AB Inbev),Regional Sales Associate Director,https://www.vietnamworks.com/regional-sales-associate-director-1628434-jv/?source=searchResults&searchType=2&placement=1630635&sortBy=date
Mirae Asset Prevoir Life Insurance Company Ltd.,Risk Management Supervisor,https://www.vietnamworks.com/risk-management-supervisor-2-1-1-1-1-1-1641731-jv/?source=searchResults&searchType=2&placement=1643932&sortBy=date
Công Ty TNHH Thương Mại Và Đầu Tư Tập Đoàn Tâm Sen,Giám Đốc Điều Hành,https://www.vietnamworks.com/giam-doc-dieu-hanh-271-1639027-jv/?source=searchResults&searchType=2&placement=1641228&sortBy=date
Masan Consumer Holdings,Senior Graphic Designer,https://www.vietnamworks.com/senior-graphic-designer-188-1644163-jv/?source=searchResults&searchType=2&placement=1646364&sortBy=date
Công Ty TNHH Instanta Việt Nam,Accountant / Kế Toán Viên - Budget and Finished Goods/ Ngân Sách và Thành Phẩm,https://www.vietnamworks.com/accountant-ke-toan-vien-budget-and-finished-goods-ngan-sach-va-thanh-pham-1644130-jv/?source=searchResults&searchType=2&placement=1646331&sortBy=date
